imuDataRxTime,odomDataRxTime,uwbDataRxTime,aX,aY,aZ,wX,wY,wZ,qX,qY,qZ,qW,vXY,angleV,imuPosX,imuPosY,uwbPosX,uwbPosY,syncPosX,syncPosY,lightHousePosX,lightHousePosY,lightHousePosZ,d1,d2,d3
1702752992.504912357,1702752992.447997685,1702752992.454853311,0.299275,-0.208296,9.74201,-0.0607201,0.00426106,0.592287,0.000231083,0.000550599,0.954842,0.297114,0.1,0.55,-123.332,-34.9035,-137.286,-27.6361,-132.182,-31.8738,-0.9731,-0.008,0.6525,445,570,333
1702752992.518717526,1702752992.455416228,1702752992.454853311,0.543484,-0.294487,9.92157,-0.0671117,-0.00639159,0.585895,0.000779029,-2.88704e-05,0.955466,0.295101,0.09,0.53,-123.355,-34.4456,-137.286,-27.6361,-132.204,-31.4158,-0.9731,-0.008,0.6525,445,570,333
1702752992.535094611,1702752992.455416228,1702752992.454853311,0.550666,-0.241814,9.74201,-0.0607201,-0.00213053,0.574178,0.000779029,-2.88704e-05,0.955466,0.295101,0.09,0.58,-123.355,-34.4456,-137.286,-27.6361,-132.204,-31.4158,-0.9764,-0.0081,0.6521,445,570,333
1702752992.550724154,1702752992.526026985,1702752992.454853311,0.54109,-0.1652,9.89045,-0.0596548,0.015979,0.563525,0.00110012,0.00146693,0.961092,0.276224,0.09,0.58,-123.355,-34.4456,-137.286,-27.6361,-132.204,-31.4158,-0.9764,-0.0081,0.6521,445,570,333
1702752992.567225780,1702752992.526026985,1702752992.554855613,0.409408,-0.263362,9.84256,-0.0660464,0.0106526,0.555003,0.00110012,0.00146693,0.961092,0.276224,0.09,0.58,-123.355,-34.4456,-134.844,-31.7383,-132.211,-31.4167,-0.9791,-0.0081,0.6515,446,569,327
1702752992.591853533,1702752992.526026985,1702752992.554855613,0.464475,-0.3304,9.55047,-0.0713727,0.00106526,0.551807,0.00110012,0.00146693,0.961092,0.276224,0.11,0.61,-123.355,-34.4456,-134.844,-31.7383,-132.211,-31.4167,-0.9822,-0.0083,0.6509,446,569,327
1702752992.610741285,1702752992.558125780,1702752992.554855613,0.466869,-0.189142,9.4547,-0.0639159,-0.00319579,0.556068,0.00255363,0.00148969,0.963421,0.267974,0.11,0.61,-124.354,-34.4842,-134.844,-31.7383,-133.21,-31.4553,-0.9822,-0.0083,0.6509,446,569,327
1702752992.627241161,1702752992.599140242,1702752992.554855613,0.23942,-0.287304,9.4164,-0.072438,0.0117179,0.574178,0.00220785,-0.000796841,0.966241,0.257631,0.1,0.58,-124.354,-34.4842,-134.844,-31.7383,-133.21,-31.4553,-0.9851,-0.0085,0.6506,446,569,327
1702752992.640751746,1702752992.599140242,1702752992.554855613,0.105345,-0.215478,9.72285,-0.0756338,0.00958738,0.586961,0.00220785,-0.000796841,0.966241,0.257631,0.1,0.58,-124.354,-34.4842,-134.844,-31.7383,-133.21,-31.4553,-0.9851,-0.0085,0.6506,446,569,327
1702752992.655871164,1702752992.599140242,1702752992.654836914,0.138864,-0.1652,9.74201,-0.0617853,-0.00319579,0.585895,0.00220785,-0.000796841,0.966241,0.257631,0.09,0.5,-124.354,-34.4842,-135.217,-28.9758,-133.216,-31.4488,-0.9881,-0.0087,0.6502,444,568,329
1702752992.672119333,1702752992.648149289,1702752992.654836914,0.244209,-0.244209,9.69412,-0.0628506,0.0149137,0.588026,-0.00105761,0.00126341,0.969593,0.24472,0.09,0.5,-124.401,-33.4854,-135.217,-28.9758,-133.263,-30.4499,-0.9881,-0.0087,0.6502,444,568,329
1702752992.697717752,1702752992.648149289,1702752992.654836914,0.483629,-0.347159,9.75398,-0.0660464,-0.00852212,0.581634,-0.00105761,0.00126341,0.969593,0.24472,0.09,0.5,-124.401,-33.4854,-135.217,-28.9758,-133.263,-30.4499,-0.9912,-0.0089,0.6498,444,568,329
1702752992.714005587,1702752992.680146875,1702752992.654836914,0.373495,-0.447716,10.0365,-0.0681769,0.0170442,0.581634,-0.00282902,0.00164724,0.971724,0.236098,0.12,0.64,-125.4,-33.5293,-135.217,-28.9758,-134.262,-30.4938,-0.9912,-0.0089,0.6498,444,568,329
1702752992.729856213,1702752992.680146875,1702752992.654836914,0.454898,-0.253785,9.68455,-0.0500674,-0.0138484,0.575243,-0.00282902,0.00164724,0.971724,0.236098,0.1,0.53,-125.4,-33.5293,-135.217,-28.9758,-134.262,-30.4938,-0.9944,-0.0089,0.6496,444,568,329
1702752992.745995007,1702752992.680146875,1702752992.654836914,0.311246,-0.399832,9.69173,-0.0575243,0.0138484,0.573112,-0.00282902,0.00164724,0.971724,0.236098,0.1,0.53,-125.4,-33.5293,-135.217,-28.9758,-134.262,-30.4938,-0.9944,-0.0089,0.6496,444,568,329
1702752992.762730550,1702752992.721307171,1702752992.754845341,0.385466,-0.181959,9.9934,-0.0575243,-0.00852212,0.574178,-0.00139233,-0.000960066,0.974336,0.225091,0.09,0.5,-125.4,-33.5293,-136.53,-26.8459,-134.268,-30.4842,-0.9944,-0.0089,0.6496,442,568,329
1702752992.785987177,1702752992.721307171,1702752992.754845341,0.52433,-0.205901,9.60554,-0.0553937,0,0.56246,-0.00139233,-0.000960066,0.974336,0.225091,0.09,0.5,-125.4,-33.5293,-136.53,-26.8459,-134.268,-30.4842,-1.0006,-0.0092,0.6496,442,568,329
1702752992.802231846,1702752992.753415591,1702752992.754845341,0.476446,-0.131681,9.63906,-0.0628506,-0.00426106,0.56246,-0.00169024,-0.000868343,0.976262,0.216583,0.09,0.5,-125.4,-33.5293,-136.53,-26.8459,-134.268,-30.4842,-1.0006,-0.0092,0.6496,442,568,329
1702752992.816851056,1702752992.793164511,1702752992.754845341,0.531513,-0.220267,9.85693,-0.0681769,0.00106526,0.560329,0.00125972,0.00128392,0.978509,0.206197,0.11,0.7,-126.399,-33.5711,-136.53,-26.8459,-135.267,-30.5259,-1.0034,-0.0089,0.6495,442,568,329
1702752992.832997140,1702752992.793164511,1702752992.754845341,0.521936,-0.244209,9.74919,-0.0639159,0.00958738,0.546481,0.00125972,0.00128392,0.978509,0.206197,0.11,0.7,-126.399,-33.5711,-136.53,-26.8459,-135.267,-30.5259,-1.0034,-0.0089,0.6495,442,568,329
1702752992.848880142,1702752992.793164511,1702752992.754845341,0.323217,-0.277727,9.85693,-0.0532632,0.00426106,0.54435,0.00125972,0.00128392,0.978509,0.206197,0.08,0.47,-126.399,-33.5711,-136.53,-26.8459,-135.267,-30.5259,-1.0062,-0.0091,0.6494,442,568,329
1702752992.874017436,1702752992.832997140,1702752992.854895768,0.407014,-0.282516,9.55287,-0.0649811,-0.00106526,0.551807,0.0045576,0.00109105,0.980602,0.195953,0.08,0.47,-126.398,-33.5706,-131.412,-31.2541,-135.255,-30.5274,-1.0062,-0.0091,0.6494,447,568,329
1702752992.887659563,1702752992.832997140,1702752992.854895768,0.40462,-0.196325,9.72046,-0.0692422,-0.00213053,0.557133,0.0045576,0.00109105,0.980602,0.195953,0.08,0.47,-126.398,-33.5706,-131.412,-31.2541,-135.255,-30.5274,-1.0088,-0.0091,0.6495,447,568,329
1702752992.902883981,1702752992.840265183,1702752992.854895768,0.500388,-0.225055,9.93354,-0.0532632,-0.00639159,0.546481,0.00380427,0.0010853,0.980969,0.194122,0.07,0.47,-126.399,-33.5711,-131.412,-31.2541,-135.257,-30.5279,-1.0088,-0.0091,0.6495,447,568,329
1702752992.918970566,1702752992.840265183,1702752992.854895768,0.462081,-0.179565,9.84735,-0.0543285,0.00852212,0.528371,0.00380427,0.0010853,0.980969,0.194122,0.1,0.61,-126.399,-33.5711,-131.412,-31.2541,-135.257,-30.5279,-1.0114,-0.0091,0.6496,447,568,329
1702752992.934841901,1702752992.840265183,1702752992.854895768,0.459687,-0.232238,9.79947,-0.0681769,0.00745685,0.532632,0.00380427,0.0010853,0.980969,0.194122,0.1,0.61,-126.399,-33.5711,-131.412,-31.2541,-135.257,-30.5279,-1.0114,-0.0091,0.6496,447,568,329
1702752992.951149277,1702752992.910019315,1702752992.854895768,0.354342,-0.325611,9.40921,-0.0798948,-0.0191748,0.547546,0.00250445,0.00203585,0.984317,0.176377,0.1,0.61,-126.447,-32.5722,-131.412,-31.2541,-135.304,-29.529,-1.0138,-0.0092,0.6498,447,568,329
1702752992.975868613,1702752992.910019315,1702752992.954848486,0.567426,-0.325611,9.91199,-0.0585895,0.00106526,0.515588,0.00250445,0.00203585,0.984317,0.176377,0.09,0.58,-126.447,-32.5722,-137.157,-27.3343,-135.309,-29.5232,-1.0161,-0.0092,0.6499,443,570,328
1702752992.992117948,1702752992.942122193,1702752992.954848486,0.373495,-0.1652,9.70849,-0.0585895,0.00852212,0.511327,0.00258352,0.000844113,0.985715,0.168401,0.09,0.58,-127.446,-32.6259,-137.157,-27.3343,-136.308,-29.5769,-1.0161,-0.0092,0.6499,443,570,328
1702752993.008002700,1702752992.983094364,1702752992.954848486,0.301669,-0.102951,9.49301,-0.0628506,0.0127832,0.520914,0.00335561,-0.000461703,0.987358,0.15847,0.08,0.5,-127.446,-32.6259,-137.157,-27.3343,-136.308,-29.5769,-1.0185,-0.0094,0.65,443,570,328
1702752993.024295493,1702752992.983094364,1702752992.954848486,0.25618,-0.423774,9.75637,-0.0735032,0.00532632,0.534763,0.00335561,-0.000461703,0.987358,0.15847,0.08,0.5,-127.446,-32.6259,-137.157,-27.3343,-136.308,-29.5769,-1.0185,-0.0094,0.65,443,570,328
1702752993.038667369,1702752992.983094364,1702752992.954848486,0.258574,-0.383072,9.68694,-0.0671117,-0.0234358,0.527306,0.00335561,-0.000461703,0.987358,0.15847,0.08,0.5,-127.446,-32.6259,-137.157,-27.3343,-136.308,-29.5769,-1.021,-0.0095,0.6501,443,570,328
1702752993.055126704,1702752993.024295493,1702752993.054864496,0.476446,-0.155623,9.58638,-0.0543285,-0.00852212,0.507066,0.000364211,0.000536836,0.988923,0.148428,0.07,0.44,-127.444,-32.6255,-145.398,-24.4499,-136.331,-29.5628,-1.021,-0.0095,0.6501,440,575,325
1702752993.079795874,1702752993.024295493,1702752993.054864496,0.150835,-0.0526724,9.64624,-0.0649811,0.00639159,0.537959,0.000364211,0.000536836,0.988923,0.148428,0.07,0.44,-127.444,-32.6255,-145.398,-24.4499,-136.331,-29.5628,-1.0236,-0.0095,0.6506,440,575,325
1702752993.095992125,1702752993.031386494,1702752993.054864496,0.354342,-0.296881,9.88805,-0.0713727,-0.00958738,0.534763,-0.00018959,0.000155473,0.989183,0.146686,0.08,0.53,-127.446,-32.626,-145.398,-24.4499,-136.332,-29.5633,-1.0236,-0.0095,0.6506,440,575,325
1702752993.111845960,1702752993.031386494,1702752993.054864496,0.560243,-0.440533,9.80904,-0.0607201,-0.00319579,0.502805,-0.00018959,0.000155473,0.989183,0.146686,0.06,0.41,-127.446,-32.626,-145.398,-24.4499,-136.332,-29.5633,-1.026,-0.0095,0.6508,440,575,325
1702752993.128138170,1702752993.103269209,1702752993.054864496,0.581791,-0.196325,9.46428,-0.0511327,-0.0181095,0.479369,-0.00145653,0.00062285,0.991634,0.129074,0.06,0.41,-128.444,-32.6799,-145.398,-24.4499,-137.331,-29.6172,-1.026,-0.0095,0.6508,440,575,325
1702752993.144060255,1702752993.103269209,1702752993.054864496,0.507571,0.0622492,9.56723,-0.056459,0.00532632,0.477238,-0.00145653,0.00062285,0.991634,0.129074,0.06,0.41,-128.444,-32.6799,-145.398,-24.4499,-137.331,-29.6172,-1.0281,-0.0096,0.6512,440,575,325
1702752993.169123758,1702752993.135283129,1702752993.154853381,0.526724,-0.184354,9.56484,-0.0703074,0.00532632,0.470847,0.0010118,0.00116567,0.992547,0.121856,0.06,0.41,-128.444,-32.6799,-143.372,-28.7979,-137.347,-29.615,-1.0299,-0.0097,0.6516,443,576,321
1702752993.185052259,1702752993.135283129,1702752993.154853381,0.6608,-0.351948,9.66539,-0.0639159,-0.00106526,0.444215,0.0010118,0.00116567,0.992547,0.121856,0.06,0.41,-128.444,-32.6799,-143.372,-28.7979,-137.347,-29.615,-1.0299,-0.0097,0.6516,443,576,321
1702752993.201171511,1702752993.175902092,1702752993.154853381,0.591368,-0.28491,9.72525,-0.0575243,-0.00319579,0.416518,0.00403861,0.00226088,0.993581,0.113032,0.05,0.38,-128.444,-32.6799,-143.372,-28.7979,-137.347,-29.615,-1.0315,-0.0096,0.6519,443,576,321
1702752993.215609012,1702752993.175902092,1702752993.154853381,0.543484,-0.071826,9.71328,-0.0596548,0,0.406931,0.00403861,0.00226088,0.993581,0.113032,0.05,0.38,-128.444,-32.6799,-143.372,-28.7979,-137.347,-29.615,-1.0315,-0.0096,0.6519,443,576,321
1702752993.231849014,1702752993.175902092,1702752993.154853381,0.562637,-0.122104,9.66779,-0.0660464,-0.00319579,0.400539,0.00403861,0.00226088,0.993581,0.113032,0.05,0.38,-128.444,-32.6799,-143.372,-28.7979,-137.347,-29.615,-1.0332,-0.0098,0.6521,443,576,321
1702752993.247909932,1702752993.215609012,1702752993.154853381,0.514753,-0.160412,9.7444,-0.0671117,0.00426106,0.385626,0.00635648,0.00217123,0.994412,0.105355,0.04,0.35,-128.444,-32.6799,-143.372,-28.7979,-137.347,-29.615,-1.0332,-0.0098,0.6521,443,576,321
1702752993.272145685,1702752993.215609012,1702752993.254856266,0.545878,-0.294487,9.68933,-0.0575243,-0.00958738,0.354733,0.00635648,0.00217123,0.994412,0.105355,0.04,0.35,-128.444,-32.6799,-149.161,-22.942,-137.378,-29.5973,-1.0346,-0.0099,0.6524,439,578,324
1702752993.286622853,1702752993.222990805,1702752993.254856266,0.521936,-0.217872,9.76355,-0.0617853,0,0.336624,0.00670167,0.0027976,0.994551,0.104,0.03,0.29,-128.444,-32.6799,-149.161,-22.942,-137.378,-29.5973,-1.0346,-0.0099,0.6524,439,578,324
1702752993.301873229,1702752993.222990805,1702752993.254856266,0.52433,-0.177171,9.76595,-0.0639159,0.00106526,0.32384,0.00670167,0.0027976,0.994551,0.104,0.03,0.23,-128.444,-32.6799,-149.161,-22.942,-137.378,-29.5973,-1.0358,-0.0101,0.6526,439,578,324
1702752993.318856981,1702752993.294064728,1702752993.254856266,0.593762,-0.203507,9.63187,-0.0639159,-0.00852212,0.309992,0.00565837,0.0025725,0.995708,0.0923364,0.03,0.23,-129.442,-32.7398,-149.161,-22.942,-138.376,-29.6572,-1.0358,-0.0101,0.6526,439,578,324
1702752993.334732691,1702752993.294064728,1702752993.254856266,0.553061,-0.186748,9.62469,-0.0649811,0.00213053,0.290817,0.00565837,0.0025725,0.995708,0.0923364,0.03,0.23,-129.442,-32.7398,-149.161,-22.942,-138.376,-29.6572,-1.037,-0.01,0.6526,439,578,324
1702752993.351009443,1702752993.294064728,1702752993.254856266,0.517148,-0.169988,9.72285,-0.0628506,-0.00639159,0.276969,0.00565837,0.0025725,0.995708,0.0923364,0.03,0.23,-129.442,-32.7398,-149.161,-22.942,-138.376,-29.6572,-1.037,-0.01,0.6526,439,578,324
1702752993.375776903,1702752993.326323940,1702752993.355514526,0.493206,-0.208296,9.77313,-0.0660464,0.00532632,0.247141,0.0079914,0.00370131,0.996093,0.0878651,0.03,0.23,-129.506,-31.7418,-143.414,-26.1201,-138.453,-28.6525,-1.0377,-0.01,0.6531,441,575,323
1702752993.393043280,1702752993.359127693,1702752993.355514526,0.538695,-0.181959,9.69173,-0.0607201,-0.00958738,0.231162,0.00609078,0.00417918,0.996445,0.0839167,0.02,0.2,-129.506,-31.7418,-143.414,-26.1201,-138.453,-28.6525,-1.0387,-0.01,0.6532,441,575,323
1702752993.410006323,1702752993.359127693,1702752993.355514526,0.507571,-0.229843,9.67736,-0.0617853,0,0.206661,0.00609078,0.00417918,0.996445,0.0839167,0.02,0.2,-129.506,-31.7418,-143.414,-26.1201,-138.453,-28.6525,-1.0387,-0.01,0.6532,441,575,323
1702752993.423912117,1702752993.359127693,1702752993.355514526,0.52433,-0.19393,9.72525,-0.0617853,0.00106526,0.190682,0.00609078,0.00417918,0.996445,0.0839167,0.01,0.14,-129.506,-31.7418,-143.414,-26.1201,-138.453,-28.6525,-1.0392,-0.0101,0.6532,441,575,323
1702752993.439728326,1702752993.410006323,1702752993.355514526,0.529119,-0.201113,9.72285,-0.0607201,-0.00532632,0.174703,0.00561817,0.00221294,0.996865,0.0788967,0.01,0.14,-129.504,-31.7414,-143.414,-26.1201,-138.452,-28.652,-1.0392,-0.0101,0.6532,441,575,323
1702752993.455999536,1702752993.410006323,1702752993.454848620,0.529119,-0.208296,9.66779,-0.0628506,0,0.154463,0.00561817,0.00221294,0.996865,0.0788967,0.01,0.14,-129.504,-31.7414,-150.188,-24.6773,-138.483,-28.6414,-1.0398,-0.01,0.6536,440,580,321
1702752993.480607456,1702752993.416898699,1702752993.454848620,0.512359,-0.177171,9.69412,-0.0607201,-0.00426106,0.12144,0.00594868,0.00280505,0.996904,0.078349,0.02,0.11,-129.506,-31.7418,-150.188,-24.6773,-138.484,-28.6418,-1.04,-0.0101,0.6538,440,580,321
1702752993.497055124,1702752993.416898699,1702752993.454848620,0.390255,-0.141258,9.73961,-0.0617853,0.00745685,0.104396,0.00594868,0.00280505,0.996904,0.078349,0.02,0.11,-129.506,-31.7418,-150.188,-24.6773,-138.484,-28.6418,-1.04,-0.0101,0.6538,440,580,321
1702752993.512736000,1702752993.464053037,1702752993.454848620,0.0742203,-0.0814029,9.63666,-0.0617853,0.0181095,0.109722,0.00604215,0.0037288,0.997137,0.0752878,0.01,0.11,-129.506,-31.7418,-150.188,-24.6773,-138.484,-28.6418,-1.04,-0.0101,0.6538,440,580,321
1702752993.528982127,1702752993.464053037,1702752993.454848620,0.0981623,-0.31364,9.81383,-0.072438,-0.00639159,0.142745,0.00604215,0.0037288,0.997137,0.0752878,0.02,0.11,-129.506,-31.7418,-150.188,-24.6773,-138.484,-28.6418,-1.04,-0.0101,0.6538,440,580,321
1702752993.547029879,1702752993.464053037,1702752993.454848620,0.47884,-0.339977,9.69891,-0.0617853,-0.0287621,0.14168,0.00604215,0.0037288,0.997137,0.0752878,0.01,0.08,-129.506,-31.7418,-150.188,-24.6773,-138.484,-28.6418,-1.0407,-0.0102,0.6538,440,580,321
1702752993.568926173,1702752993.536390753,1702752993.554839546,0.52433,-0.126893,9.67257,-0.0553937,-0.00106526,0.109722,0.00123904,0.00480298,0.99739,0.0720333,0.01,0.08,-129.506,-31.7418,-144.893,-26.5091,-138.502,-28.6361,-1.0407,-0.0102,0.6538,443,578,324
1702752993.582754966,1702752993.536390753,1702752993.554839546,0.483629,-0.0143652,9.70849,-0.0628506,-0.00958738,0.102265,0.00123904,0.00480298,0.99739,0.0720333,0.01,0.05,-129.506,-31.7418,-144.893,-26.5091,-138.502,-28.6361,-1.041,-0.0099,0.6539,443,578,324
1702752993.597743717,1702752993.574997798,1702752993.554839546,0.483629,-0.196325,9.69412,-0.0671117,0.00213053,0.0948085,0.00357983,0.00565377,0.997499,0.0703568,0.01,0.05,-129.506,-31.7418,-144.893,-26.5091,-138.502,-28.6361,-1.041,-0.0099,0.6539,443,578,324
1702752993.613986927,1702752993.574997798,1702752993.554839546,0.385466,-0.289698,9.73722,-0.0639159,0.00426106,0.076699,0.00357983,0.00565377,0.997499,0.0703568,0.01,0.05,-129.506,-31.7418,-144.893,-26.5091,-138.502,-28.6361,-1.0412,-0.01,0.6539,443,578,324
1702752993.629611804,1702752993.613986927,1702752993.554839546,0.306458,-0.282516,9.62948,-0.0607201,-0.00532632,0.0777643,0.00287708,0.0036897,0.99759,0.069221,0.01,0.05,-129.506,-31.7418,-144.893,-26.5091,-138.502,-28.6361,-1.0412,-0.01,0.6539,443,578,324
1702752993.646043722,1702752993.621145011,1702752993.554839546,0.476446,-0.229843,9.69412,-0.0628506,-0.0106526,0.0841559,0.00222885,0.00338851,0.997605,0.0690544,0.01,0.05,-129.506,-31.7418,-144.893,-26.5091,-138.502,-28.6361,-1.0414,-0.01,0.654,443,578,324
1702752993.670734766,1702752993.621145011,1702752993.654841556,0.490811,-0.150835,9.69173,-0.0617853,-0.00106526,0.0745685,0.00222885,0.00338851,0.997605,0.0690544,0,0.05,-129.506,-31.7418,-138.459,-30.1803,-138.501,-28.6403,-1.0416,-0.0102,0.654,446,575,324
1702752993.686721018,1702752993.646043722,1702752993.654841556,0.373495,-0.232238,9.70131,-0.0649811,-0.00106526,0.0692422,0.00303645,0.00241945,0.99765,0.0684127,0,0.05,-129.506,-31.7418,-138.459,-30.1803,-138.501,-28.6403,-1.0416,-0.0102,0.654,446,575,324
1702752993.700678728,1702752993.646043722,1702752993.654841556,0.430956,-0.244209,9.72764,-0.0639159,-0.00852212,0.0585895,0.00303645,0.00241945,0.99765,0.0684127,0,0,-129.506,-31.7418,-138.459,-30.1803,-138.501,-28.6403,-1.0416,-0.0102,0.654,446,575,324
1702752993.716876729,1702752993.693411852,1702752993.654841556,0.430956,-0.21069,9.65821,-0.0617853,-0.00532632,0.0415453,0.00234244,0.0033576,0.997712,0.0674772,0,0,-129.506,-31.7418,-138.459,-30.1803,-138.501,-28.6403,-1.0419,-0.0102,0.6542,446,575,324
1702752993.732801148,1702752993.693411852,1702752993.654841556,0.296881,-0.169988,9.72046,-0.0649811,0.00852212,0.00639159,0.00234244,0.0033576,0.997712,0.0674772,0,0,-129.506,-31.7418,-138.459,-30.1803,-138.501,-28.6403,-1.0419,-0.0102,0.6542,446,575,324
1702752993.749805899,1702752993.693411852,1702752993.654841556,0.253785,-0.0574608,9.71567,-0.0607201,-0.00532632,-0.0426106,0.00234244,0.0033576,0.997712,0.0674772,0,-0.05,-129.506,-31.7418,-138.459,-30.1803,-138.501,-28.6403,-1.0419,-0.0103,0.6543,446,575,324
1702752993.773614943,1702752993.724293230,1702752993.754876816,0.316035,-0.205901,9.74201,-0.0660464,-0.00213053,-0.0798948,0.000304679,0.0041654,0.997718,0.0673846,0,-0.05,-129.506,-31.7418,-149.064,-23.5454,-138.53,-28.6266,-1.0422,-0.0102,0.6542,441,580,325
1702752993.789917653,1702752993.757915692,1702752993.754876816,0.35913,-0.272939,9.69173,-0.0628506,-0.0138484,-0.0809601,-0.00236189,0.00518753,0.99763,0.0685668,0,-0.08,-129.506,-31.7418,-149.064,-23.5454,-138.53,-28.6266,-1.0422,-0.0102,0.6542,441,580,325
1702752993.806662238,1702752993.757915692,1702752993.754876816,0.316035,-0.280122,9.71328,-0.0607201,-0.00532632,-0.0809601,-0.00236189,0.00518753,0.99763,0.0685668,0,-0.08,-129.506,-31.7418,-149.064,-23.5454,-138.53,-28.6266,-1.0425,-0.01,0.6542,441,580,325
1702752993.821976781,1702752993.757915692,1702752993.754876816,0.25618,-0.177171,9.69173,-0.0607201,-0.00852212,-0.0862864,-0.00236189,0.00518753,0.99763,0.0685668,0,-0.08,-129.506,-31.7418,-149.064,-23.5454,-138.53,-28.6266,-1.0425,-0.01,0.6542,441,580,325
1702752993.835605783,1702752993.806662238,1702752993.754876816,0.296881,-0.158017,9.72046,-0.0596548,-0.0138484,-0.092678,-0.0038534,0.00120942,0.997447,0.0712902,0.01,-0.17,-129.506,-31.7418,-149.064,-23.5454,-138.53,-28.6266,-1.0427,-0.0101,0.6544,441,580,325
1702752993.850614951,1702752993.806662238,1702752993.754876816,0.435745,-0.1652,9.70131,-0.0639159,-0.0106526,-0.0937433,-0.0038534,0.00120942,0.997447,0.0712902,0.01,-0.17,-129.506,-31.7418,-149.064,-23.5454,-138.53,-28.6266,-1.0427,-0.0101,0.6544,441,580,325
1702752993.873924370,1702752993.813118281,1702752993.854867743,0.378284,-0.220267,9.72764,-0.0649811,-0.00319579,-0.103331,-0.00423407,0.00172555,0.997418,0.071665,0.01,-0.17,-129.506,-31.7418,-141.374,-27.1417,-138.537,-28.6227,-1.0432,-0.0102,0.6544,439,572,319
1702752993.890131413,1702752993.813118281,1702752993.854867743,0.311246,-0.215478,9.69891,-0.0575243,-0.00852212,-0.118244,-0.00423407,0.00172555,0.997418,0.071665,0.01,-0.17,-129.506,-31.7418,-141.374,-27.1417,-138.537,-28.6227,-1.0432,-0.0102,0.6544,439,572,319
1702752993.905762707,1702752993.813118281,1702752993.854867743,0.325611,-0.196325,9.69173,-0.0596548,-0.0106526,-0.117179,-0.00423407,0.00172555,0.997418,0.071665,0.01,-0.17,-129.506,-31.7418,-141.374,-27.1417,-138.537,-28.6227,-1.0435,-0.0103,0.6545,439,572,319
1702752993.922147667,1702752993.858012493,1702752993.854867743,0.373495,-0.225055,9.69412,-0.0660464,-0.00852212,-0.111853,-0.00265063,0.00376982,0.997216,0.074427,0.01,-0.23,-129.506,-31.7418,-141.374,-27.1417,-138.537,-28.6227,-1.0435,-0.0103,0.6545,439,572,319
1702752993.936636501,1702752993.858012493,1702752993.854867743,0.339977,-0.198719,9.68455,-0.0628506,-0.00319579,-0.123571,-0.00265063,0.00376982,0.997216,0.074427,0.01,-0.17,-129.506,-31.7418,-141.374,-27.1417,-138.537,-28.6227,-1.0439,-0.0104,0.6547,439,572,319
1702752993.952993461,1702752993.929445167,1702752993.854867743,0.316035,-0.203507,9.68215,-0.0607201,-0.0138484,-0.133158,-0.00285263,0.004066,0.996817,0.0795665,0.01,-0.17,-130.503,-31.8112,-141.374,-27.1417,-139.535,-28.692,-1.0439,-0.0104,0.6547,439,572,319
1702752993.977748089,1702752993.929445167,1702752993.954838253,0.37589,-0.229843,9.74679,-0.0617853,-0.00958738,-0.127832,-0.00285263,0.004066,0.996817,0.0795665,0.01,-0.2,-130.503,-31.8112,-141.699,-30.5667,-139.541,-28.6971,-1.0443,-0.0103,0.6548,444,576,319
1702752993.993980507,1702752993.929445167,1702752993.954838253,0.373495,-0.289698,9.66539,-0.0607201,-0.00532632,-0.137419,-0.00285263,0.004066,0.996817,0.0795665,0.01,-0.2,-130.503,-31.8112,-141.699,-30.5667,-139.541,-28.6971,-1.0448,-0.0102,0.655,444,576,319
1702752994.009723217,1702752993.961128629,1702752993.954838253,0.378284,-0.217872,9.74919,-0.056459,-0.00426106,-0.150202,-0.0038061,0.00341794,0.996611,0.0821046,0.01,-0.2,-130.503,-31.8112,-141.699,-30.5667,-139.541,-28.6971,-1.0448,-0.0102,0.655,444,576,319
1702752994.026097385,1702752994.001247675,1702752993.954838253,0.59855,-0.229843,9.74201,-0.0617853,-0.0245011,-0.173638,-0.00160507,0.00189805,0.996341,0.0854291,0.01,-0.2,-130.503,-31.8112,-141.699,-30.5667,-139.541,-28.6971,-1.0451,-0.0101,0.6551,444,576,319
1702752994.040595845,1702752994.001247675,1702752993.954838253,0.610521,-0.114922,9.6199,-0.0607201,-0.0138484,-0.219444,-0.00160507,0.00189805,0.996341,0.0854291,0.01,-0.2,-130.503,-31.8112,-141.699,-30.5667,-139.541,-28.6971,-1.0451,-0.0101,0.6551,444,576,319
1702752994.056998305,1702752994.001247675,1702752994.054845222,0.505177,-0.0790087,9.74919,-0.0532632,0,-0.255663,-0.00160507,0.00189805,0.996341,0.0854291,0.01,-0.2,-130.503,-31.8112,-141.529,-29.9601,-139.546,-28.7005,-1.0457,-0.0102,0.6552,443,575,319
1702752994.081738058,1702752994.047879638,1702752994.054845222,0.311246,-0.282516,9.64384,-0.0681769,-0.00745685,-0.246076,0.00230818,0.00373041,0.995869,0.090693,0.01,-0.29,-130.503,-31.8112,-141.529,-29.9601,-139.546,-28.7005,-1.0457,-0.0102,0.6552,443,575,319
1702752994.097864309,1702752994.047879638,1702752994.054845222,0.320823,-0.335188,9.72285,-0.0585895,-0.0117179,-0.26099,0.00230818,0.00373041,0.995869,0.090693,0.01,-0.29,-130.503,-31.8112,-141.529,-29.9601,-139.546,-28.7005,-1.0459,-0.0102,0.6554,443,575,319
